transition_id,opportunity_id,sales_agent,from_stage,to_stage,changed_at,days_in_previous_stage
ST-002261,4V9NMGEA,Rosalina Dieter,Prospecting,Engaging,2017-03-02,22
ST-002262,9PWM6RYC,Rosalina Dieter,Prospecting,Engaging,2017-03-02,26
ST-002263,9PWM6RYC,Rosalina Dieter,Engaging,Lost,2017-06-10,100
ST-002264,EMUA57Q2,Versie Hillebrand,Prospecting,Engaging,2017-03-02,29
ST-002265,EMUA57Q2,Versie Hillebrand,Engaging,Won,2017-05-12,71
ST-002266,DB3N4CHN,Versie Hillebrand,Prospecting,Engaging,2017-03-02,21
ST-002267,DB3N4CHN,Versie Hillebrand,Engaging,Won,2017-03-17,15
ST-002268,4CXUC4VR,Vicki Laflamme,Prospecting,Engaging,2017-03-02,12
ST-002269,79EHWR35,Vicki Laflamme,Prospecting,Engaging,2017-03-02,17
ST-002270,L0GMLGRR,Vicki Laflamme,Prospecting,Engaging,2017-03-02,6
ST-002271,OF7GY5F4,Violet Mclelland,Prospecting,Engaging,2017-03-02,17
ST-002272,OF7GY5F4,Violet Mclelland,Engaging,Won,2017-03-09,7
ST-002273,D3ZC338T,Zane Levy,Prospecting,Engaging,2017-03-02,25
ST-002274,CVFJUYPM,Zane Levy,Prospecting,Engaging,2017-03-02,12
ST-002275,CVFJUYPM,Zane Levy,Engaging,Lost,2017-05-23,82
ST-002276,L5807I4N,Zane Levy,Prospecting,Engaging,2017-03-02,25
ST-002277,L5807I4N,Zane Levy,Engaging,Won,2017-03-16,14
ST-002278,Q1ZKBGV5,Anna Snelling,Prospecting,Engaging,2017-03-03,15
ST-002279,Q1ZKBGV5,Anna Snelling,Engaging,Won,2017-05-23,81
ST-002280,9JKODCAU,Anna Snelling,Prospecting,Engaging,2017-03-03,11
ST-002281,9JKODCAU,Anna Snelling,Engaging,Won,2017-06-22,111
ST-002282,LELWKXDX,Boris Faz,Prospecting,Engaging,2017-03-03,19
ST-002283,LELWKXDX,Boris Faz,Engaging,Won,2017-06-08,97
ST-002284,QRQ8C6MQ,Cassey Cress,Prospecting,Engaging,2017-03-03,20
ST-002285,DA95Q0VE,Cassey Cress,Prospecting,Engaging,2017-03-03,18
ST-002286,DA95Q0VE,Cassey Cress,Engaging,Lost,2017-03-21,18
ST-002287,5HMZH1Z9,Daniell Hammack,Prospecting,Engaging,2017-03-03,17
ST-002288,5HMZH1Z9,Daniell Hammack,Engaging,Lost,2017-06-11,100
ST-002289,05QMFSF0,Darcel Schlecht,Prospecting,Engaging,2017-03-03,5
ST-002290,05QMFSF0,Darcel Schlecht,Engaging,Lost,2017-05-16,74
ST-002291,JE245P8R,Darcel Schlecht,Prospecting,Engaging,2017-03-03,22
ST-002292,JE245P8R,Darcel Schlecht,Engaging,Won,2017-05-28,86
ST-002293,SFQMEZIW,Garret Kinder,Prospecting,Engaging,2017-03-03,4
ST-002294,SFQMEZIW,Garret Kinder,Engaging,Lost,2017-05-04,62
ST-002295,B8RR21XP,Jonathan Berthelot,Prospecting,Engaging,2017-03-03,16
ST-002296,B8RR21XP,Jonathan Berthelot,Engaging,Lost,2017-03-16,13
ST-002297,ZG8WPG99,Kary Hendrixson,Prospecting,Engaging,2017-03-03,26
ST-002298,U85VV1BU,Kary Hendrixson,Prospecting,Engaging,2017-03-03,13
ST-002299,U85VV1BU,Kary Hendrixson,Engaging,Won,2017-05-22,80
ST-002300,V6HB68BL,Kary Hendrixson,Prospecting,Engaging,2017-03-03,22
ST-002301,V6HB68BL,Kary Hendrixson,Engaging,Won,2017-05-30,88
ST-002302,H9JPB7GW,Lajuana Vencill,Prospecting,Engaging,2017-03-03,11
ST-002303,H9JPB7GW,Lajuana Vencill,Engaging,Won,2017-03-09,6
ST-002304,8LFNU39A,Marty Freudenburg,Prospecting,Engaging,2017-03-03,3
ST-002305,8LFNU39A,Marty Freudenburg,Engaging,Lost,2017-05-28,86
ST-002306,SWPTTVQZ,Marty Freudenburg,Prospecting,Engaging,2017-03-03,5
ST-002307,SWPTTVQZ,Marty Freudenburg,Engaging,Won,2017-03-16,13
ST-002308,GKJLM1UR,Maureen Marcano,Prospecting,Engaging,2017-03-03,10
ST-002309,GKJLM1UR,Maureen Marcano,Engaging,Won,2017-03-13,10
ST-002310,8L1ZHTPL,Moses Frase,Prospecting,Engaging,2017-03-03,24
ST-002311,8L1ZHTPL,Moses Frase,Engaging,Won,2017-06-01,90
ST-002312,U7M26UZV,Vicki Laflamme,Prospecting,Engaging,2017-03-03,29
ST-002313,TV300INP,Wilburn Farren,Prospecting,Engaging,2017-03-03,30
ST-002314,KBQ16F1I,Zane Levy,Prospecting,Engaging,2017-03-03,21
ST-002315,4XX690SP,Zane Levy,Prospecting,Engaging,2017-03-03,21
ST-002316,4XX690SP,Zane Levy,Engaging,Won,2017-05-11,69
ST-002317,JSDGELLK,Anna Snelling,Prospecting,Engaging,2017-03-04,3
ST-002318,JSDGELLK,Anna Snelling,Engaging,Won,2017-06-13,101
ST-002319,LV1754PS,Anna Snelling,Prospecting,Engaging,2017-03-04,27
ST-002320,LV1754PS,Anna Snelling,Engaging,Won,2017-05-14,71
ST-002321,JIYYV11P,Anna Snelling,Prospecting,Engaging,2017-03-04,24
ST-002322,JIYYV11P,Anna Snelling,Engaging,Won,2017-06-07,95
ST-002323,FYN7C0CV,Cassey Cress,Prospecting,Engaging,2017-03-04,29
ST-002324,6TB7XA83,Cecily Lampkin,Prospecting,Engaging,2017-03-04,11
ST-002325,6TB7XA83,Cecily Lampkin,Engaging,Won,2017-05-18,75
ST-002326,U5UM9W8V,Corliss Cosme,Prospecting,Engaging,2017-03-04,21
ST-002327,U5UM9W8V,Corliss Cosme,Engaging,Lost,2017-05-09,66
ST-002328,5JDWBOLS,Daniell Hammack,Prospecting,Engaging,2017-03-04,4
ST-002329,POB32WHJ,Daniell Hammack,Prospecting,Engaging,2017-03-04,27
ST-002330,POB32WHJ,Daniell Hammack,Engaging,Lost,2017-05-06,63
ST-002331,4T8KR12S,Darcel Schlecht,Prospecting,Engaging,2017-03-04,27
ST-002332,4T8KR12S,Darcel Schlecht,Engaging,Won,2017-03-20,16
ST-002333,JA0D4V57,James Ascencio,Prospecting,Engaging,2017-03-04,8
ST-002334,JA0D4V57,James Ascencio,Engaging,Won,2017-05-09,66
ST-002335,6CKB8I8U,Jonathan Berthelot,Prospecting,Engaging,2017-03-04,18
ST-002336,6CKB8I8U,Jonathan Berthelot,Engaging,Lost,2017-05-13,70
ST-002337,HKBAON9X,Kami Bicknell,Prospecting,Engaging,2017-03-04,19
ST-002338,HKBAON9X,Kami Bicknell,Engaging,Won,2017-05-18,75
ST-002339,7S1N6QHI,Kami Bicknell,Prospecting,Engaging,2017-03-04,23
ST-002340,7S1N6QHI,Kami Bicknell,Engaging,Won,2017-03-18,14
ST-002341,CHI2T3IH,Kami Bicknell,Prospecting,Engaging,2017-03-04,17
ST-002342,CHI2T3IH,Kami Bicknell,Engaging,Won,2017-03-21,17
ST-002343,X7HK448T,Lajuana Vencill,Prospecting,Engaging,2017-03-04,11
ST-002344,X7HK448T,Lajuana Vencill,Engaging,Won,2017-06-22,110
ST-002345,1YYN3PBU,Markita Hansen,Prospecting,Engaging,2017-03-04,8
ST-002346,1YYN3PBU,Markita Hansen,Engaging,Lost,2017-05-13,70
ST-002347,R4L36Y0P,Marty Freudenburg,Prospecting,Engaging,2017-03-04,21
ST-002348,R4L36Y0P,Marty Freudenburg,Engaging,Won,2017-03-26,22
ST-002349,CPTEPYPZ,Maureen Marcano,Prospecting,Engaging,2017-03-04,16
ST-002350,CPTEPYPZ,Maureen Marcano,Engaging,Lost,2017-05-20,77
ST-002351,AJJ7VJWA,Niesha Huffines,Prospecting,Engaging,2017-03-04,23
ST-002352,AJJ7VJWA,Niesha Huffines,Engaging,Lost,2017-05-02,59
ST-002353,8BR6E4S6,Niesha Huffines,Prospecting,Engaging,2017-03-04,29
ST-002354,8BR6E4S6,Niesha Huffines,Engaging,Lost,2017-05-27,84
ST-002355,YNKWBEEN,Reed Clapper,Prospecting,Engaging,2017-03-04,18
ST-002356,YNKWBEEN,Reed Clapper,Engaging,Won,2017-06-27,115
ST-002357,SARVIBLS,Reed Clapper,Prospecting,Engaging,2017-03-04,5
ST-002358,SARVIBLS,Reed Clapper,Engaging,Won,2017-03-07,3
ST-002359,M4ZNQTEQ,Rosie Papadopoulos,Prospecting,Engaging,2017-03-04,18
ST-002360,M4ZNQTEQ,Rosie Papadopoulos,Engaging,Won,2017-03-12,8
ST-002361,K0GWTWYL,Versie Hillebrand,Prospecting,Engaging,2017-03-04,14
ST-002362,K0GWTWYL,Versie Hillebrand,Engaging,Lost,2017-03-20,16
ST-002363,TCSQO748,Vicki Laflamme,Prospecting,Engaging,2017-03-04,16
ST-002364,TCSQO748,Vicki Laflamme,Engaging,Lost,2017-05-11,68
ST-002365,7TI1WTV9,Zane Levy,Prospecting,Engaging,2017-03-04,13
ST-002366,01EH41WA,Zane Levy,Prospecting,Engaging,2017-03-04,13
ST-002367,ITCY8YV0,Zane Levy,Prospecting,Engaging,2017-03-04,24
ST-002368,ITCY8YV0,Zane Levy,Engaging,Won,2017-06-11,99
ST-002369,SAUAOZVO,Anna Snelling,Prospecting,Engaging,2017-03-05,6
ST-002370,SAUAOZVO,Anna Snelling,Engaging,Won,2017-05-29,85
ST-002371,1XHLB0Q5,Boris Faz,Prospecting,Engaging,2017-03-05,30
ST-002372,1XHLB0Q5,Boris Faz,Engaging,Lost,2017-05-09,65
ST-002373,71GQNH5T,Cassey Cress,Prospecting,Engaging,2017-03-05,8
ST-002374,LSA39JBG,Daniell Hammack,Prospecting,Engaging,2017-03-05,13
ST-002375,OJVA8ZEK,Daniell Hammack,Prospecting,Engaging,2017-03-05,16
ST-002376,OJVA8ZEK,Daniell Hammack,Engaging,Won,2017-06-08,95
ST-002377,UAX3F7D4,Daniell Hammack,Prospecting,Engaging,2017-03-05,25
ST-002378,UAX3F7D4,Daniell Hammack,Engaging,Won,2017-03-21,16
ST-002379,7PDUWDGT,Daniell Hammack,Prospecting,Engaging,2017-03-05,18
ST-002380,7PDUWDGT,Daniell Hammack,Engaging,Won,2017-03-14,9
ST-002381,QWJ2TRQM,Darcel Schlecht,Prospecting,Engaging,2017-03-05,12
ST-002382,QWJ2TRQM,Darcel Schlecht,Engaging,Lost,2017-05-24,80
ST-002383,3AU5SZ3V,Donn Cantrell,Prospecting,Engaging,2017-03-05,24
ST-002384,3AU5SZ3V,Donn Cantrell,Engaging,Won,2017-03-23,18
ST-002385,BVOO33UA,Hayden Neloms,Prospecting,Engaging,2017-03-05,15
ST-002386,BVOO33UA,Hayden Neloms,Engaging,Won,2017-06-28,115
ST-002387,SC7XGQVA,James Ascencio,Prospecting,Engaging,2017-03-05,29
ST-002388,SC7XGQVA,James Ascencio,Engaging,Lost,2017-03-15,10
ST-002389,UY45Y7AM,James Ascencio,Prospecting,Engaging,2017-03-05,27
ST-002390,UY45Y7AM,James Ascencio,Engaging,Lost,2017-05-14,70
ST-002391,M92Y63Q3,Jonathan Berthelot,Prospecting,Engaging,2017-03-05,20
ST-002392,M92Y63Q3,Jonathan Berthelot,Engaging,Won,2017-05-05,61
ST-002393,AKTPC3M1,Kami Bicknell,Prospecting,Engaging,2017-03-05,4
ST-002394,JXAYTFNI,Lajuana Vencill,Prospecting,Engaging,2017-03-05,17
ST-002395,JXAYTFNI,Lajuana Vencill,Engaging,Lost,2017-05-12,68
ST-002396,BMM5D5R4,Lajuana Vencill,Prospecting,Engaging,2017-03-05,5
ST-002397,BMM5D5R4,Lajuana Vencill,Engaging,Lost,2017-05-21,77
ST-002398,PSGTTYUT,Lajuana Vencill,Prospecting,Engaging,2017-03-05,13
ST-002399,PSGTTYUT,Lajuana Vencill,Engaging,Won,2017-06-06,93
ST-002400,JRC2PMKX,Lajuana Vencill,Prospecting,Engaging,2017-03-05,11
ST-002401,JRC2PMKX,Lajuana Vencill,Engaging,Won,2017-05-16,72
ST-002402,JA5G7YBO,Markita Hansen,Prospecting,Engaging,2017-03-05,13
ST-002403,6M5LV1ZE,Marty Freudenburg,Prospecting,Engaging,2017-03-05,6
ST-002404,6M5LV1ZE,Marty Freudenburg,Engaging,Lost,2017-05-26,82
ST-002405,CZ8PPZTC,Rosie Papadopoulos,Prospecting,Engaging,2017-03-05,27
ST-002406,IBZQBCSU,Rosie Papadopoulos,Prospecting,Engaging,2017-03-05,15
ST-002407,IBZQBCSU,Rosie Papadopoulos,Engaging,Lost,2017-05-19,75
ST-002408,YABTM1G5,Versie Hillebrand,Prospecting,Engaging,2017-03-05,30
ST-002409,YABTM1G5,Versie Hillebrand,Engaging,Lost,2017-05-30,86
ST-002410,FPTH6URQ,Vicki Laflamme,Prospecting,Engaging,2017-03-05,19
ST-002411,FPTH6URQ,Vicki Laflamme,Engaging,Won,2017-05-11,67
ST-002412,S3XE14XP,Vicki Laflamme,Prospecting,Engaging,2017-03-05,29
ST-002413,S3XE14XP,Vicki Laflamme,Engaging,Won,2017-05-08,64
ST-002414,U6Q0T9KV,Vicki Laflamme,Prospecting,Engaging,2017-03-05,3
ST-002415,U6Q0T9KV,Vicki Laflamme,Engaging,Won,2017-06-14,101
ST-002416,YQ0Y0YQS,Violet Mclelland,Prospecting,Engaging,2017-03-05,24
ST-002417,HRWHRCH8,Violet Mclelland,Prospecting,Engaging,2017-03-05,30
ST-002418,HRWHRCH8,Violet Mclelland,Engaging,Won,2017-03-14,9
ST-002419,8B29CRQL,Violet Mclelland,Prospecting,Engaging,2017-03-05,20
ST-002420,8B29CRQL,Violet Mclelland,Engaging,Won,2017-05-19,75
ST-002421,3KM8WN7L,Boris Faz,Prospecting,Engaging,2017-03-06,17
ST-002422,3KM8WN7L,Boris Faz,Engaging,Won,2017-05-18,73
ST-002423,5Z8S8UHK,Cassey Cress,Prospecting,Engaging,2017-03-06,16
ST-002424,S0XILDHQ,Cassey Cress,Prospecting,Engaging,2017-03-06,4
ST-002425,S0XILDHQ,Cassey Cress,Engaging,Won,2017-03-18,12
ST-002426,ZVR3CS7N,Darcel Schlecht,Prospecting,Engaging,2017-03-06,9
ST-002427,ZVR3CS7N,Darcel Schlecht,Engaging,Lost,2017-05-20,75
ST-002428,AZH0INTS,Elease Gluck,Prospecting,Engaging,2017-03-06,19
ST-002429,AZH0INTS,Elease Gluck,Engaging,Won,2017-03-13,7
ST-002430,9AMJKJX6,Jonathan Berthelot,Prospecting,Engaging,2017-03-06,14
ST-002431,9AMJKJX6,Jonathan Berthelot,Engaging,Won,2017-05-31,86
ST-002432,NMKAJZJ4,Kary Hendrixson,Prospecting,Engaging,2017-03-06,22
ST-002433,3NQBMKOK,Kary Hendrixson,Prospecting,Engaging,2017-03-06,27
ST-002434,3NQBMKOK,Kary Hendrixson,Engaging,Won,2017-06-29,115
ST-002435,VBG91TQH,Marty Freudenburg,Prospecting,Engaging,2017-03-06,18
ST-002436,VBG91TQH,Marty Freudenburg,Engaging,Won,2017-06-11,97
ST-002437,QZE24X2H,Maureen Marcano,Prospecting,Engaging,2017-03-06,23
ST-002438,QZE24X2H,Maureen Marcano,Engaging,Won,2017-06-01,87
ST-002439,WSPBQ5YR,Moses Frase,Prospecting,Engaging,2017-03-06,17
ST-002440,WSPBQ5YR,Moses Frase,Engaging,Won,2017-06-09,95
ST-002441,YJJ1BLPQ,Niesha Huffines,Prospecting,Engaging,2017-03-06,27
ST-002442,YJJ1BLPQ,Niesha Huffines,Engaging,Won,2017-05-15,70
ST-002443,XUGTSB00,Niesha Huffines,Prospecting,Engaging,2017-03-06,4
ST-002444,XUGTSB00,Niesha Huffines,Engaging,Won,2017-03-19,13
ST-002445,3DKK3JF3,Reed Clapper,Prospecting,Engaging,2017-03-06,9
ST-002446,3DKK3JF3,Reed Clapper,Engaging,Lost,2017-05-29,84
ST-002447,I0TSIELX,Rosalina Dieter,Prospecting,Engaging,2017-03-06,11
ST-002448,I0TSIELX,Rosalina Dieter,Engaging,Won,2017-05-29,84
ST-002449,SX0SSL0H,Rosie Papadopoulos,Prospecting,Engaging,2017-03-06,20
ST-002450,420PORSF,Rosie Papadopoulos,Prospecting,Engaging,2017-03-06,7
ST-002451,420PORSF,Rosie Papadopoulos,Engaging,Lost,2017-06-06,92
ST-002452,DVCPCBMJ,Versie Hillebrand,Prospecting,Engaging,2017-03-06,12
ST-002453,DVCPCBMJ,Versie Hillebrand,Engaging,Lost,2017-05-21,76
ST-002454,UMZ986GC,Versie Hillebrand,Prospecting,Engaging,2017-03-06,17
ST-002455,UMZ986GC,Versie Hillebrand,Engaging,Won,2017-05-24,79
ST-002456,I7BWM5O0,Violet Mclelland,Prospecting,Engaging,2017-03-06,25
ST-002457,UPQRP36U,Violet Mclelland,Prospecting,Engaging,2017-03-06,18
ST-002458,UPQRP36U,Violet Mclelland,Engaging,Lost,2017-05-22,77
ST-002459,RZI9HX5X,Zane Levy,Prospecting,Engaging,2017-03-06,6
ST-002460,RZI9HX5X,Zane Levy,Engaging,Won,2017-05-31,86
ST-002461,WFJPWN9O,Anna Snelling,Prospecting,Engaging,2017-03-07,3
ST-002462,WFJPWN9O,Anna Snelling,Engaging,Won,2017-06-11,96
ST-002463,6F79VYH8,Boris Faz,Prospecting,Engaging,2017-03-07,23
ST-002464,ZQ4QTT1Z,Boris Faz,Prospecting,Engaging,2017-03-07,22
ST-002465,2WH4NUR9,Cassey Cress,Prospecting,Engaging,2017-03-07,28
ST-002466,2WH4NUR9,Cassey Cress,Engaging,Lost,2017-06-04,89
ST-002467,S93L97VV,Cecily Lampkin,Prospecting,Engaging,2017-03-07,10
ST-002468,S93L97VV,Cecily Lampkin,Engaging,Won,2017-03-17,10
ST-002469,HRU8FNE1,Corliss Cosme,Prospecting,Engaging,2017-03-07,25
ST-002470,HRU8FNE1,Corliss Cosme,Engaging,Won,2017-03-10,3
ST-002471,JDFN8AZI,Corliss Cosme,Prospecting,Engaging,2017-03-07,8
ST-002472,JDFN8AZI,Corliss Cosme,Engaging,Won,2017-03-16,9
ST-002473,11EK1VP7,Darcel Schlecht,Prospecting,Engaging,2017-03-07,12
ST-002474,11EK1VP7,Darcel Schlecht,Engaging,Won,2017-05-28,82
ST-002475,50HQRWGJ,Donn Cantrell,Prospecting,Engaging,2017-03-07,20
ST-002476,50HQRWGJ,Donn Cantrell,Engaging,Won,2017-06-10,95
ST-002477,N90VSHI2,Elease Gluck,Prospecting,Engaging,2017-03-07,3
ST-002478,N90VSHI2,Elease Gluck,Engaging,Won,2017-06-07,92
ST-002479,21PRD9FN,Garret Kinder,Prospecting,Engaging,2017-03-07,20
ST-002480,21PRD9FN,Garret Kinder,Engaging,Won,2017-05-15,69
ST-002481,ITIQJARB,Gladys Colclough,Prospecting,Engaging,2017-03-07,16
ST-002482,ITIQJARB,Gladys Colclough,Engaging,Won,2017-03-11,4
ST-002483,EAUV9J9L,Gladys Colclough,Prospecting,Engaging,2017-03-07,5
ST-002484,EAUV9J9L,Gladys Colclough,Engaging,Won,2017-03-21,14
ST-002485,9A4H9IAC,James Ascencio,Prospecting,Engaging,2017-03-07,10
ST-002486,XWEZ1WNK,James Ascencio,Prospecting,Engaging,2017-03-07,29
ST-002487,XWEZ1WNK,James Ascencio,Engaging,Won,2017-03-11,4
ST-002488,ZTLLHCBU,Kary Hendrixson,Prospecting,Engaging,2017-03-07,6
ST-002489,JTSUYWUD,Kary Hendrixson,Prospecting,Engaging,2017-03-07,17
ST-002490,JTSUYWUD,Kary Hendrixson,Engaging,Lost,2017-05-24,78
ST-002491,CJ5U6GX3,Markita Hansen,Prospecting,Engaging,2017-03-07,6
ST-002492,CJ5U6GX3,Markita Hansen,Engaging,Won,2017-03-15,8
ST-002493,SLYFFVBE,Maureen Marcano,Prospecting,Engaging,2017-03-07,23
ST-002494,HDUV7VJN,Moses Frase,Prospecting,Engaging,2017-03-07,29
ST-002495,HDUV7VJN,Moses Frase,Engaging,Won,2017-03-13,6
ST-002496,5OCY2XME,Niesha Huffines,Prospecting,Engaging,2017-03-07,7
ST-002497,5OCY2XME,Niesha Huffines,Engaging,Won,2017-06-12,97
ST-002498,1YB00UYY,Rosie Papadopoulos,Prospecting,Engaging,2017-03-07,18
ST-002499,1YB00UYY,Rosie Papadopoulos,Engaging,Won,2017-05-29,83
ST-002500,NCMT5KK3,Vicki Laflamme,Prospecting,Engaging,2017-03-07,25
ST-002501,Y23HQJRG,Violet Mclelland,Prospecting,Engaging,2017-03-07,12
ST-002502,Y23HQJRG,Violet Mclelland,Engaging,Won,2017-05-06,60
ST-002503,81FNO0VM,Wilburn Farren,Prospecting,Engaging,2017-03-07,19
ST-002504,RFQP9VCW,Wilburn Farren,Prospecting,Engaging,2017-03-07,25
ST-002505,NGCM47PC,Zane Levy,Prospecting,Engaging,2017-03-07,11
ST-002506,9HXSC391,Cassey Cress,Prospecting,Engaging,2017-03-08,16
ST-002507,9HXSC391,Cassey Cress,Engaging,Won,2017-05-22,75
ST-002508,ENOMNCOJ,Cecily Lampkin,Prospecting,Engaging,2017-03-08,29
ST-002509,ENOMNCOJ,Cecily Lampkin,Engaging,Won,2017-06-03,87
ST-002510,CG4TWLUR,Corliss Cosme,Prospecting,Engaging,2017-03-08,18
ST-002511,CG4TWLUR,Corliss Cosme,Engaging,Won,2017-06-02,86
ST-002512,0FIG6ZP2,Daniell Hammack,Prospecting,Engaging,2017-03-08,18
ST-002513,0FIG6ZP2,Daniell Hammack,Engaging,Won,2017-06-27,111
ST-002514,IA62KQBO,Donn Cantrell,Prospecting,Engaging,2017-03-08,10
ST-002515,IA62KQBO,Donn Cantrell,Engaging,Won,2017-05-14,67
ST-002516,C54ZXDLT,Garret Kinder,Prospecting,Engaging,2017-03-08,17
ST-002517,C54ZXDLT,Garret Kinder,Engaging,Won,2017-03-18,10
ST-002518,X96MMTCI,Hayden Neloms,Prospecting,Engaging,2017-03-08,20
ST-002519,X96MMTCI,Hayden Neloms,Engaging,Won,2017-06-16,100
ST-002520,P4RDU8QM,Hayden Neloms,Prospecting,Engaging,2017-03-08,7
ST-002521,P4RDU8QM,Hayden Neloms,Engaging,Won,2017-05-19,72
ST-002522,7C9Q2ZA3,Jonathan Berthelot,Prospecting,Engaging,2017-03-08,15
ST-002523,7C9Q2ZA3,Jonathan Berthelot,Engaging,Won,2017-03-24,16
ST-002524,YZ1EYM3Y,Jonathan Berthelot,Prospecting,Engaging,2017-03-08,9
ST-002525,YZ1EYM3Y,Jonathan Berthelot,Engaging,Won,2017-03-18,10
ST-002526,M7J5BV9Q,Kami Bicknell,Prospecting,Engaging,2017-03-08,22
ST-002527,M7J5BV9Q,Kami Bicknell,Engaging,Won,2017-03-11,3
ST-002528,MDRX39D8,Kary Hendrixson,Prospecting,Engaging,2017-03-08,19
ST-002529,MDRX39D8,Kary Hendrixson,Engaging,Won,2017-05-11,64
ST-002530,7GRFWF1U,Kary Hendrixson,Prospecting,Engaging,2017-03-08,26
ST-002531,7GRFWF1U,Kary Hendrixson,Engaging,Won,2017-03-19,11
ST-002532,EHP6OQ69,Lajuana Vencill,Prospecting,Engaging,2017-03-08,7
ST-002533,EHP6OQ69,Lajuana Vencill,Engaging,Lost,2017-05-14,67
ST-002534,JDXSS1HT,Markita Hansen,Prospecting,Engaging,2017-03-08,30
ST-002535,4R1NMA9E,Markita Hansen,Prospecting,Engaging,2017-03-08,5
ST-002536,4R1NMA9E,Markita Hansen,Engaging,Lost,2017-05-17,70
ST-002537,CDA8Y12G,Markita Hansen,Prospecting,Engaging,2017-03-08,11
ST-002538,CDA8Y12G,Markita Hansen,Engaging,Won,2017-05-07,60
ST-002539,RYLLRATF,Markita Hansen,Prospecting,Engaging,2017-03-08,27
ST-002540,RYLLRATF,Markita Hansen,Engaging,Won,2017-05-31,84
ST-002541,KEF5O2Q6,Moses Frase,Prospecting,Engaging,2017-03-08,28
ST-002542,KEF5O2Q6,Moses Frase,Engaging,Lost,2017-06-26,110
ST-002543,Y38ULZPM,Rosalina Dieter,Prospecting,Engaging,2017-03-08,30
ST-002544,Y38ULZPM,Rosalina Dieter,Engaging,Won,2017-05-28,81
ST-002545,YFP8IZ98,Rosie Papadopoulos,Prospecting,Engaging,2017-03-08,16
ST-002546,YFP8IZ98,Rosie Papadopoulos,Engaging,Won,2017-06-22,106
ST-002547,U9CDTLZM,Vicki Laflamme,Prospecting,Engaging,2017-03-08,13
ST-002548,U9CDTLZM,Vicki Laflamme,Engaging,Lost,2017-05-26,79
ST-002549,V5AN4BZF,Violet Mclelland,Prospecting,Engaging,2017-03-08,28
ST-002550,V5AN4BZF,Violet Mclelland,Engaging,Lost,2017-05-29,82
ST-002551,58J6HCYK,Zane Levy,Prospecting,Engaging,2017-03-08,19
ST-002552,58J6HCYK,Zane Levy,Engaging,Lost,2017-06-05,89
ST-002553,GDGR4C37,Zane Levy,Prospecting,Engaging,2017-03-08,11
ST-002554,GDGR4C37,Zane Levy,Engaging,Lost,2017-05-27,80
ST-002555,COOYICXU,Anna Snelling,Prospecting,Engaging,2017-03-09,29
ST-002556,COOYICXU,Anna Snelling,Engaging,Lost,2017-05-22,74
ST-002557,UALNIVAY,Anna Snelling,Prospecting,Engaging,2017-03-09,3
ST-002558,UALNIVAY,Anna Snelling,Engaging,Lost,2017-05-11,63
ST-002559,E5UW8AGQ,Anna Snelling,Prospecting,Engaging,2017-03-09,12
ST-002560,E5UW8AGQ,Anna Snelling,Engaging,Won,2017-06-11,94
ST-002561,EWA9JFBA,Anna Snelling,Prospecting,Engaging,2017-03-09,26
ST-002562,EWA9JFBA,Anna Snelling,Engaging,Won,2017-06-01,84
ST-002563,99DK6OHX,Boris Faz,Prospecting,Engaging,2017-03-09,12
ST-002564,99DK6OHX,Boris Faz,Engaging,Lost,2017-06-08,91
ST-002565,MK57PHV1,Cassey Cress,Prospecting,Engaging,2017-03-09,29
ST-002566,MK57PHV1,Cassey Cress,Engaging,Won,2017-05-25,77
ST-002567,T1F2I8ED,Corliss Cosme,Prospecting,Engaging,2017-03-09,21
ST-002568,26CH1NDR,Daniell Hammack,Prospecting,Engaging,2017-03-09,21
ST-002569,ISAWVDYZ,Daniell Hammack,Prospecting,Engaging,2017-03-09,24
ST-002570,ZGZSYIJV,Darcel Schlecht,Prospecting,Engaging,2017-03-09,18
ST-002571,ZGZSYIJV,Darcel Schlecht,Engaging,Lost,2017-05-15,67
ST-002572,6LI7FXQT,Darcel Schlecht,Prospecting,Engaging,2017-03-09,30
ST-002573,6LI7FXQT,Darcel Schlecht,Engaging,Lost,2017-05-28,80
ST-002574,D01U0UR8,Darcel Schlecht,Prospecting,Engaging,2017-03-09,7
ST-002575,D01U0UR8,Darcel Schlecht,Engaging,Won,2017-06-17,100
ST-002576,9LFX3HBC,Elease Gluck,Prospecting,Engaging,2017-03-09,17
ST-002577,9LFX3HBC,Elease Gluck,Engaging,Won,2017-03-25,16
ST-002578,JP3IMU5X,Gladys Colclough,Prospecting,Engaging,2017-03-09,20
ST-002579,JP3IMU5X,Gladys Colclough,Engaging,Won,2017-05-16,68
ST-002580,5I8WOI8P,Gladys Colclough,Prospecting,Engaging,2017-03-09,18
ST-002581,5I8WOI8P,Gladys Colclough,Engaging,Won,2017-06-08,91
ST-002582,LJBQ7P0V,James Ascencio,Prospecting,Engaging,2017-03-09,14
ST-002583,ZRYPU2QW,James Ascencio,Prospecting,Engaging,2017-03-09,13
ST-002584,7C9BUYV0,James Ascencio,Prospecting,Engaging,2017-03-09,20
ST-002585,7C9BUYV0,James Ascencio,Engaging,Lost,2017-05-23,75
ST-002586,GMVW87C4,Kami Bicknell,Prospecting,Engaging,2017-03-09,27
ST-002587,GMVW87C4,Kami Bicknell,Engaging,Won,2017-06-17,100
